180.76.5.168;[21/Sep/2014:06:51:22 -0400];"GET /~rawalker/ HTTP/1.1";42820
104.39.7.150;[21/Sep/2014:18:10:00 -0400];"GET /graphics/logo16.png HTTP/1.1";38873
104.39.7.150;[21/Sep/2014:18:10:00 -0400];"GET /favicon.ico HTTP/1.1";1150
104.39.7.150;[21/Sep/2014:18:10:13 -0400];"GET /cmpsc472 HTTP/1.1";9185
104.39.7.150;[21/Sep/2014:18:10:13 -0400];"GET /cmpsc472/ HTTP/1.1";9185
104.39.7.150;[21/Sep/2014:18:10:38 -0400];"GET /cmpsc472/hw2.html HTTP/1.1";5667
71.97.29.221;[21/Sep/2014:19:05:29 -0400];"GET /courses/comp419.taw.s97/er.html HTTP/1.1";15838
71.97.29.221;[21/Sep/2014:19:05:30 -0400];"GET /courses/comp419.taw.s97/flyshop2.gif HTTP/1.1";7773
71.97.29.221;[21/Sep/2014:19:05:30 -0400];"GET /courses/comp419.taw.s97/flyshop1.gif HTTP/1.1";4920
71.97.29.221;[21/Sep/2014:19:05:30 -0400];"GET /courses/comp419.taw.s97/ergifs/img4.gif HTTP/1.1";518
71.97.29.221;[21/Sep/2014:19:05:30 -0400];"GET /courses/comp419.taw.s97/ergifs/img3.gif HTTP/1.1";197
71.97.29.221;[21/Sep/2014:19:05:30 -0400];"GET /courses/comp419.taw.s97/ergifs/img1.gif HTTP/1.1";199
71.97.29.221;[21/Sep/2014:19:05:30 -0400];"GET /courses/comp419.taw.s97/ergifs/img5.gif HTTP/1.1";84
71.97.29.221;[21/Sep/2014:19:05:30 -0400];"GET /courses/comp419.taw.s97/ergifs/img2.gif HTTP/1.1";506
71.97.29.221;[21/Sep/2014:19:05:30 -0400];"GET /courses/comp419.taw.s97/ergifs/img6.gif HTTP/1.1";87
71.97.29.221;[21/Sep/2014:19:05:30 -0400];"GET /courses/comp419.taw.s97/ergifs/img7.gif HTTP/1.1";88
71.97.29.221;[21/Sep/2014:19:05:30 -0400];"GET /courses/comp419.taw.s97/cart1.gif HTTP/1.1";5461
71.97.29.221;[21/Sep/2014:19:05:30 -0400];"GET /courses/comp419.taw.s97/oneone.gif HTTP/1.1";1547
71.97.29.221;[21/Sep/2014:19:05:30 -0400];"GET /courses/comp419.taw.s97/onem.gif HTTP/1.1";1672
71.97.29.221;[21/Sep/2014:19:05:30 -0400];"GET /courses/comp419.taw.s97/mone.gif HTTP/1.1";1810
71.97.29.221;[21/Sep/2014:19:05:30 -0400];"GET /courses/comp419.taw.s97/mm.gif HTTP/1.1";1824
71.97.29.221;[21/Sep/2014:19:05:30 -0400];"GET /courses/comp419.taw.s97/ernote.gif HTTP/1.1";1472
71.97.29.221;[21/Sep/2014:19:05:30 -0400];"GET /courses/comp419.taw.s97/flyer.gif HTTP/1.1";5954
71.97.29.221;[21/Sep/2014:19:05:30 -0400];"GET /favicon.ico HTTP/1.1";1150
202.84.52.104;[21/Sep/2014:19:49:52 -0400];"HEAD /cmpsc487/ HTTP/1.1";32707
202.84.52.104;[21/Sep/2014:19:49:52 -0400];"GET /cmpsc487/ HTTP/1.1";32707
202.84.52.104;[21/Sep/2014:19:49:53 -0400];"GET /favicon.ico HTTP/1.1";1150
180.76.6.143;[21/Sep/2014:20:56:10 -0400];"GET /index-style.css HTTP/1.1";1498
150.70.97.122;[21/Sep/2014:21:42:48 -0400];"GET /comp416/lectures/slides02-before.pdf HTTP/1.1";80387
108.252.77.81;[21/Sep/2014:22:36:44 -0400];"GET /cs/csdegree.html HTTP/1.1";21236
108.252.77.81;[21/Sep/2014:22:36:44 -0400];"GET /cs/cs-style.css HTTP/1.1";795
108.252.77.81;[21/Sep/2014:22:36:44 -0400];"GET /favicon.ico HTTP/1.1";1150
108.252.77.81;[21/Sep/2014:22:36:44 -0400];"GET /favicon.ico HTTP/1.1";1150
108.252.77.81;[21/Sep/2014:22:37:45 -0400];"GET /cs/cscourses.html HTTP/1.1";20568
219.94.129.109;[21/Sep/2014:23:28:17 -0400];"GET /blog/wp-admin/ HTTP/1.1";296
192.227.182.12;[22/Sep/2014:00:30:06 -0400];"GET /cmpsc121/syllabus HTTP/1.1";64485
192.227.182.12;[22/Sep/2014:00:30:07 -0400];"GET /cmpsc121/syllabus HTTP/1.1";64485
180.76.6.143;[22/Sep/2014:00:50:10 -0400];"GET /~rawalker/Homework-C360-14f.htm HTTP/1.1";80798
108.217.52.63;[22/Sep/2014:01:26:15 -0400];"GET /~ding/publications/SAC02_db15.pdf HTTP/1.1";61510
108.217.52.63;[22/Sep/2014:01:26:15 -0400];"GET /favicon.ico HTTP/1.1";1150
14.139.239.115;[22/Sep/2014:02:04:08 -0400];"GET /mspapers/sources/xiaoyu-sun.pdf HTTP/1.1";1883637
14.139.239.115;[22/Sep/2014:02:04:08 -0400];"GET /mspapers/sources/xiaoyu-sun.pdf HTTP/1.1";1883637
14.139.239.115;[22/Sep/2014:02:04:14 -0400];"GET /mspapers/sources/xiaoyu-sun.pdf HTTP/1.1";1883637
14.139.239.115;[22/Sep/2014:02:04:14 -0400];"GET /mspapers/sources/xiaoyu-sun.pdf HTTP/1.1";1883637
14.139.239.115;[22/Sep/2014:02:03:54 -0400];"GET /mspapers/sources/xiaoyu-sun.pdf HTTP/1.1";1883637
14.139.239.115;[22/Sep/2014:02:04:24 -0400];"GET /mspapers/sources/xiaoyu-sun.pdf HTTP/1.1";1883637
14.139.239.115;[22/Sep/2014:02:04:03 -0400];"GET /mspapers/sources/xiaoyu-sun.pdf HTTP/1.1";1883637
14.139.239.115;[22/Sep/2014:02:04:00 -0400];"GET /mspapers/sources/xiaoyu-sun.pdf HTTP/1.1";1883637
14.139.239.115;[22/Sep/2014:02:05:01 -0400];"GET /mspapers/sources/xiaoyu-sun.pdf HTTP/1.1";1883637
14.139.239.115;[22/Sep/2014:02:05:02 -0400];"GET /mspapers/sources/xiaoyu-sun.pdf HTTP/1.1";1883637
14.139.239.115;[22/Sep/2014:02:05:05 -0400];"GET /mspapers/sources/xiaoyu-sun.pdf HTTP/1.1";1883637
14.139.239.115;[22/Sep/2014:02:05:06 -0400];"GET /mspapers/sources/xiaoyu-sun.pdf HTTP/1.1";1883637
14.139.239.115;[22/Sep/2014:02:05:08 -0400];"GET /mspapers/sources/xiaoyu-sun.pdf HTTP/1.1";1883637
14.139.239.115;[22/Sep/2014:02:05:08 -0400];"GET /mspapers/sources/xiaoyu-sun.pdf HTTP/1.1";1883637
14.139.239.115;[22/Sep/2014:02:05:08 -0400];"GET /mspapers/sources/xiaoyu-sun.pdf HTTP/1.1";1883637
14.139.239.115;[22/Sep/2014:02:05:09 -0400];"GET /mspapers/sources/xiaoyu-sun.pdf HTTP/1.1";1883637
14.139.239.115;[22/Sep/2014:02:05:13 -0400];"GET /mspapers/sources/xiaoyu-sun.pdf HTTP/1.1";1883637
14.139.239.115;[22/Sep/2014:02:03:55 -0400];"GET /mspapers/sources/xiaoyu-sun.pdf HTTP/1.1";1883637
168.167.78.8;[22/Sep/2014:02:50:30 -0400];"GET /mspapers/sources/xuhui-lu.pdf HTTP/1.1";827735
168.167.78.8;[22/Sep/2014:02:51:30 -0400];"GET /favicon.ico HTTP/1.1";1150
168.167.78.8;[22/Sep/2014:02:51:30 -0400];"GET /favicon.ico HTTP/1.1";1150
14.139.239.115;[22/Sep/2014:03:20:21 -0400];"GET /mspapers/sources/xiaoyu-sun.pdf HTTP/1.1";1883637
112.133.233.2;[22/Sep/2014:04:09:27 -0400];"GET /cmpsc487/IEEEStds_List.htm HTTP/1.1";57550
112.133.233.2;[22/Sep/2014:04:09:28 -0400];"GET /favicon.ico HTTP/1.1";1150
112.133.233.2;[22/Sep/2014:04:09:28 -0400];"GET /favicon.ico HTTP/1.1";1150
105.237.158.206;[22/Sep/2014:05:28:50 -0400];"GET /mspapers/sources/xiaoyu-sun.pdf HTTP/1.0";1883637
105.237.158.206;[22/Sep/2014:05:28:58 -0400];"GET /mspapers/sources/xiaoyu-sun.pdf HTTP/1.0";1883637
105.237.158.206;[22/Sep/2014:05:29:01 -0400];"GET /mspapers/sources/xiaoyu-sun.pdf HTTP/1.0";1883637
105.237.158.206;[22/Sep/2014:05:29:05 -0400];"GET /mspapers/sources/xiaoyu-sun.pdf HTTP/1.0";1883637
105.237.158.206;[22/Sep/2014:05:29:06 -0400];"GET /mspapers/sources/xiaoyu-sun.pdf HTTP/1.0";1883637
105.237.158.206;[22/Sep/2014:05:29:34 -0400];"GET /mspapers/sources/xiaoyu-sun.pdf HTTP/1.0";1883637
105.237.158.206;[22/Sep/2014:05:29:35 -0400];"GET /mspapers/sources/xiaoyu-sun.pdf HTTP/1.0";1883637
105.237.158.206;[22/Sep/2014:05:35:22 -0400];"GET /mspapers/sources/xiaoyu-sun.pdf HTTP/1.0";1883637
105.237.158.206;[22/Sep/2014:05:32:09 -0400];"GET /mspapers/sources/xiaoyu-sun.pdf HTTP/1.0";1883637
105.237.158.206;[22/Sep/2014:05:33:09 -0400];"GET /mspapers/sources/xiaoyu-sun.pdf HTTP/1.0";1883637
105.237.158.206;[22/Sep/2014:05:34:09 -0400];"GET /mspapers/sources/xiaoyu-sun.pdf HTTP/1.0";1883637
202.46.49.195;[22/Sep/2014:07:19:24 -0400];"GET /LOCAL/rm95html-1.0/rm9x-A-10-01.html HTTP/1.1";18358
136.223.3.130;[22/Sep/2014:08:25:56 -0400];"GET /cs/csdegree.html HTTP/1.0";21236
136.223.3.130;[22/Sep/2014:08:25:56 -0400];"GET /cs/cs-style.css HTTP/1.0";795
136.223.3.130;[22/Sep/2014:08:25:56 -0400];"GET /favicon.ico HTTP/1.0";1150
88.81.231.125;[22/Sep/2014:09:19:10 -0400];"GET /mspapers/sources/bhavin-parikh.pdf HTTP/1.1";393101
88.81.231.125;[22/Sep/2014:09:19:10 -0400];"GET /mspapers/sources/bhavin-parikh.pdf HTTP/1.1";393101
88.81.231.125;[22/Sep/2014:09:19:11 -0400];"GET /mspapers/sources/bhavin-parikh.pdf HTTP/1.1";393101
88.81.231.125;[22/Sep/2014:09:19:11 -0400];"GET /mspapers/sources/bhavin-parikh.pdf HTTP/1.1";393101
88.81.231.125;[22/Sep/2014:09:19:11 -0400];"GET /mspapers/sources/bhavin-parikh.pdf HTTP/1.1";393101
88.81.231.125;[22/Sep/2014:09:19:12 -0400];"GET /mspapers/sources/bhavin-parikh.pdf HTTP/1.1";393101
88.81.231.125;[22/Sep/2014:09:19:12 -0400];"GET /mspapers/sources/bhavin-parikh.pdf HTTP/1.1";393101
88.81.231.125;[22/Sep/2014:09:19:12 -0400];"GET /mspapers/sources/bhavin-parikh.pdf HTTP/1.1";393101
88.81.231.125;[22/Sep/2014:09:19:12 -0400];"GET /mspapers/sources/bhavin-parikh.pdf HTTP/1.1";393101
88.81.231.125;[22/Sep/2014:09:19:12 -0400];"GET /mspapers/sources/bhavin-parikh.pdf HTTP/1.1";393101
88.81.231.125;[22/Sep/2014:09:19:13 -0400];"GET /mspapers/sources/bhavin-parikh.pdf HTTP/1.1";393101
88.81.231.125;[22/Sep/2014:09:19:13 -0400];"GET /mspapers/sources/bhavin-parikh.pdf HTTP/1.1";393101
88.81.231.125;[22/Sep/2014:09:19:13 -0400];"GET /favicon.ico HTTP/1.1";1150
88.81.231.125;[22/Sep/2014:09:22:41 -0400];"GET /mspapers/sources/bhavin-parikh.pdf HTTP/1.1";393101
88.81.231.125;[22/Sep/2014:09:22:41 -0400];"GET /mspapers/sources/bhavin-parikh.pdf HTTP/1.1";393101
46.70.135.73;[22/Sep/2014:10:30:15 -0400];"GET /courses/comp419.taw.s97/exam1/gen.gif HTTP/1.1";3140
220.181.108.91;[22/Sep/2014:11:07:53 -0400];"GET / HTTP/1.1";13520
31.170.166.15;[22/Sep/2014:11:56:45 -0400];"GET /mspapers/sources/xiaoyu-sun.pdf HTTP/1.1";1883637
199.190.46.59;[22/Sep/2014:12:38:58 -0400];"GET /cs/csdegree.html HTTP/1.1";21236
199.190.46.59;[22/Sep/2014:12:38:59 -0400];"GET /cs/cs-style.css HTTP/1.1";795
199.190.46.59;[22/Sep/2014:12:38:59 -0400];"GET /favicon.ico HTTP/1.1";1150
199.190.46.59;[22/Sep/2014:12:40:49 -0400];"GET /cs/index.html HTTP/1.1";7850
199.190.46.59;[22/Sep/2014:12:40:49 -0400];"GET /cs/cs-style.css HTTP/1.1";795
199.190.46.59;[22/Sep/2014:12:40:49 -0400];"GET /favicon.ico HTTP/1.1";1150
66.71.91.130;[22/Sep/2014:13:21:29 -0400];"GET /cmpsc472 HTTP/1.1";9185
66.71.91.130;[22/Sep/2014:13:21:29 -0400];"GET /cmpsc472/ HTTP/1.1";9185
66.71.91.130;[22/Sep/2014:13:21:29 -0400];"GET /favicon.ico HTTP/1.1";1150
66.71.91.130;[22/Sep/2014:13:21:29 -0400];"GET /favicon.ico HTTP/1.1";1150
66.71.91.130;[22/Sep/2014:13:23:37 -0400];"GET /cmpsc472/ex1-topics.html HTTP/1.1";5100
205.158.22.131;[22/Sep/2014:13:53:47 -0400];"GET /comp413/Iteration_Plan_Template.doc HTTP/1.1";68096
173.62.215.116;[22/Sep/2014:14:45:21 -0400];"GET /~null/ HTTP/1.1";9353
173.62.215.116;[22/Sep/2014:14:45:21 -0400];"GET /~null/granite3.jpg HTTP/1.1";40348
173.62.215.116;[22/Sep/2014:14:45:21 -0400];"GET /~null/ecoa4e.jpg HTTP/1.1";13754
173.62.215.116;[22/Sep/2014:14:45:21 -0400];"GET /~null/texty_logo.jpg HTTP/1.1";23929
173.62.215.116;[22/Sep/2014:14:45:21 -0400];"GET /~null/granite3.jpg HTTP/1.1";40348
173.62.215.116;[22/Sep/2014:14:45:21 -0400];"GET /favicon.ico HTTP/1.1";1150
146.186.197.209;[22/Sep/2014:15:34:30 -0400];"GET /~rawalker/Homework-C360-14f.htm HTTP/1.1";80798
146.186.197.209;[22/Sep/2014:15:34:30 -0400];"GET /favicon.ico HTTP/1.1";1150
146.186.197.209;[22/Sep/2014:15:34:31 -0400];"GET /favicon.ico HTTP/1.1";1150
146.186.197.209;[22/Sep/2014:15:34:39 -0400];"GET /~rawalker/Homework-C360-14f.htm HTTP/1.1";80798
146.186.197.209;[22/Sep/2014:15:37:57 -0400];"GET /~rawalker/Homework-C360-14f.htm HTTP/1.1";80798
99.113.54.130;[22/Sep/2014:16:52:05 -0400];"GET /courses/comp419.taw.s97/onem.gif HTTP/1.1";1672
108.160.75.234;[22/Sep/2014:17:31:24 -0400];"GET /graphics/Shield.gif HTTP/1.1";1510
108.160.75.234;[22/Sep/2014:17:31:24 -0400];"GET /graphics/logo16.png HTTP/1.1";38873
178.154.204.250;[22/Sep/2014:18:18:47 -0400];"GET / HTTP/1.1";13520
107.224.101.161;[22/Sep/2014:19:49:50 -0400];"GET /cs/csdegree.html HTTP/1.1";21236
107.224.101.161;[22/Sep/2014:19:49:50 -0400];"GET /cs/cs-style.css HTTP/1.1";795
59.41.252.198;[22/Sep/2014:20:40:52 -0400];"GET /favicon.ico HTTP/1.1";1150
202.84.52.104;[22/Sep/2014:20:56:31 -0400];"HEAD /cmpsc487/ HTTP/1.1";32707
202.84.52.104;[22/Sep/2014:20:56:31 -0400];"GET /cmpsc487/ HTTP/1.1";32707
202.84.52.104;[22/Sep/2014:20:56:32 -0400];"GET /favicon.ico HTTP/1.1";1150
66.71.91.130;[22/Sep/2014:21:13:51 -0400];"GET / HTTP/1.1";13520
66.71.91.130;[22/Sep/2014:21:13:51 -0400];"GET /index-style.css HTTP/1.1";1498
66.71.91.130;[22/Sep/2014:21:13:51 -0400];"GET /switch-menu.js HTTP/1.1";2685
66.71.91.130;[22/Sep/2014:21:13:51 -0400];"GET /graphics/Shield.gif HTTP/1.1";1510
66.71.91.130;[22/Sep/2014:21:13:51 -0400];"GET /graphics/logo16.png HTTP/1.1";38873
66.71.91.130;[22/Sep/2014:21:13:51 -0400];"GET /favicon.ico HTTP/1.1";1150
66.71.91.130;[22/Sep/2014:21:13:51 -0400];"GET /favicon.ico HTTP/1.1";1150
66.71.91.130;[22/Sep/2014:21:14:03 -0400];"GET /cmpsc472/ HTTP/1.1";9185
203.196.19.14;[22/Sep/2014:21:34:11 -0400];"POST /wp-login.php HTTP/1.1";294
108.55.124.159;[22/Sep/2014:22:19:18 -0400];"GET /cs/csfaculty.html HTTP/1.1";19401
108.55.124.159;[22/Sep/2014:22:19:19 -0400];"GET /cs/cs-style.css HTTP/1.1";795
108.55.124.159;[22/Sep/2014:22:19:19 -0400];"GET /favicon.ico HTTP/1.1";1150
98.248.151.153;[22/Sep/2014:23:16:56 -0400];"GET /cs/csdegree.html HTTP/1.1";21236
98.248.151.153;[22/Sep/2014:23:16:56 -0400];"GET /cs/cs-style.css HTTP/1.1";795
98.248.151.153;[22/Sep/2014:23:16:56 -0400];"GET /favicon.ico HTTP/1.1";1150
98.248.151.153;[23/Sep/2014:00:19:50 -0400];"GET /favicon.ico HTTP/1.1";1150
50.178.217.233;[23/Sep/2014:00:31:26 -0400];"GET /cs/csdegree.html HTTP/1.1";21236
50.178.217.233;[23/Sep/2014:00:31:26 -0400];"GET /cs/cs-style.css HTTP/1.1";795
50.178.217.233;[23/Sep/2014:00:31:26 -0400];"GET /favicon.ico HTTP/1.1";1150
180.76.6.17;[23/Sep/2014:01:42:27 -0400];"GET /iug/index.html HTTP/1.1";7968
66.71.91.130;[23/Sep/2014:02:41:57 -0400];"GET /favicon.ico HTTP/1.1";1150
66.71.91.130;[23/Sep/2014:02:41:57 -0400];"GET /favicon.ico HTTP/1.1";1150
203.160.191.116;[23/Sep/2014:02:49:44 -0400];"GET /cmpsc487/IEEEStds_List.htm HTTP/1.1";57550
203.160.191.116;[23/Sep/2014:02:49:45 -0400];"GET /favicon.ico HTTP/1.1";1150
209.147.118.252;[23/Sep/2014:04:34:14 -0400];"GET /math/math-entrance-checklist-psu.html HTTP/1.1";17994
209.147.118.252;[23/Sep/2014:04:34:16 -0400];"GET /math/math-style.css HTTP/1.1";877
175.139.32.113;[23/Sep/2014:05:57:45 -0400];"GET /cs/csdegree.html HTTP/1.1";21236
175.139.32.113;[23/Sep/2014:05:57:47 -0400];"GET /cs/cs-style.css HTTP/1.1";795
175.139.32.113;[23/Sep/2014:05:57:47 -0400];"GET /favicon.ico HTTP/1.1";1150
204.14.13.161;[23/Sep/2014:07:30:44 -0400];"GET /robotics/index.html HTTP/1.1";8876
204.14.13.161;[23/Sep/2014:07:30:44 -0400];"GET /robotics/default.css HTTP/1.1";4826
204.14.13.161;[23/Sep/2014:07:30:44 -0400];"GET /robotics/images/pic2.jpg HTTP/1.1";607653
204.14.13.161;[23/Sep/2014:07:30:46 -0400];"GET /robotics/images/bg2.jpg HTTP/1.1";28933
204.14.13.161;[23/Sep/2014:07:30:46 -0400];"GET /robotics/images/topbg.gif HTTP/1.1";3501
204.14.13.161;[23/Sep/2014:07:30:46 -0400];"GET /robotics/images/hdrpic.png HTTP/1.1";21682
204.14.13.161;[23/Sep/2014:07:30:46 -0400];"GET /robotics/images/menubg.gif HTTP/1.1";1331
204.14.13.161;[23/Sep/2014:07:30:46 -0400];"GET /robotics/images/menuactive.gif HTTP/1.1";970
204.14.13.161;[23/Sep/2014:07:30:46 -0400];"GET /robotics/images/border1.gif HTTP/1.1";171
204.14.13.161;[23/Sep/2014:07:30:46 -0400];"GET /robotics/images/db1.gif HTTP/1.1";776
204.14.13.161;[23/Sep/2014:07:30:46 -0400];"GET /robotics/images/boxbg.gif HTTP/1.1";310
204.14.13.161;[23/Sep/2014:07:30:46 -0400];"GET /robotics/images/border2.gif HTTP/1.1";168
204.14.13.161;[23/Sep/2014:07:30:46 -0400];"GET /robotics/images/db2.gif HTTP/1.1";389
204.14.13.161;[23/Sep/2014:07:30:46 -0400];"GET /robotics/images/bg1.jpg HTTP/1.1";83401
204.14.13.161;[23/Sep/2014:07:30:46 -0400];"GET /favicon.ico HTTP/1.1";1150
204.14.13.161;[23/Sep/2014:07:37:34 -0400];"GET /robotics/guide.html HTTP/1.1";4468
204.14.13.161;[23/Sep/2014:07:38:09 -0400];"GET /robotics/results.html HTTP/1.1";7043
204.14.13.161;[23/Sep/2014:07:38:32 -0400];"GET /robotics/gallery.html HTTP/1.1";3049
204.14.13.161;[23/Sep/2014:07:38:32 -0400];"GET /robotics/images/pic1.jpg HTTP/1.1";242165
204.14.13.161;[23/Sep/2014:07:38:32 -0400];"GET /robotics/images/pic3.jpg HTTP/1.1";555311
204.14.13.161;[23/Sep/2014:07:38:49 -0400];"GET /robotics/steering.html HTTP/1.1";4552
103.27.171.51;[23/Sep/2014:08:40:35 -0400];"GET /cmpsc487/IEEEStds_List.htm HTTP/1.1";57550
103.27.171.51;[23/Sep/2014:08:40:36 -0400];"GET /favicon.ico HTTP/1.1";1150
168.11.166.11;[23/Sep/2014:09:40:52 -0400];"GET /cs/csdegree.html HTTP/1.1";21236
168.11.166.11;[23/Sep/2014:09:40:52 -0400];"GET /cs/cs-style.css HTTP/1.1";795
168.11.166.11;[23/Sep/2014:09:40:52 -0400];"GET /favicon.ico HTTP/1.1";1150
168.11.166.11;[23/Sep/2014:09:40:52 -0400];"GET /favicon.ico HTTP/1.1";1150
193.201.224.140;[23/Sep/2014:10:09:01 -0400];"GET /~hxw152/logFile.html HTTP/1.1";14604
209.33.33.141;[23/Sep/2014:10:44:19 -0400];"GET /comp512.papers/knapp.pdf HTTP/1.1";2576983
209.33.33.141;[23/Sep/2014:10:44:20 -0400];"GET /comp512.papers/knapp.pdf HTTP/1.1";2576983
209.33.33.141;[23/Sep/2014:10:44:20 -0400];"GET /comp512.papers/knapp.pdf HTTP/1.1";2576983
209.33.33.141;[23/Sep/2014:10:44:20 -0400];"GET /comp512.papers/knapp.pdf HTTP/1.1";2576983
209.33.33.141;[23/Sep/2014:10:44:20 -0400];"GET /comp512.papers/knapp.pdf HTTP/1.1";2576983
209.33.33.141;[23/Sep/2014:10:44:20 -0400];"GET /comp512.papers/knapp.pdf HTTP/1.1";2576983
209.33.33.141;[23/Sep/2014:10:44:21 -0400];"GET /comp512.papers/knapp.pdf HTTP/1.1";2576983
209.33.33.141;[23/Sep/2014:10:44:21 -0400];"GET /comp512.papers/knapp.pdf HTTP/1.1";2576983
209.33.33.141;[23/Sep/2014:10:44:21 -0400];"GET /comp512.papers/knapp.pdf HTTP/1.1";2576983
209.33.33.141;[23/Sep/2014:10:44:21 -0400];"GET /comp512.papers/knapp.pdf HTTP/1.1";2576983
209.33.33.141;[23/Sep/2014:10:44:21 -0400];"GET /comp512.papers/knapp.pdf HTTP/1.1";2576983
209.33.33.141;[23/Sep/2014:10:44:21 -0400];"GET /comp512.papers/knapp.pdf HTTP/1.1";2576983
209.33.33.141;[23/Sep/2014:10:44:21 -0400];"GET /comp512.papers/knapp.pdf HTTP/1.1";2576983
209.33.33.141;[23/Sep/2014:10:44:21 -0400];"GET /comp512.papers/knapp.pdf HTTP/1.1";2576983
209.33.33.141;[23/Sep/2014:10:44:21 -0400];"GET /comp512.papers/knapp.pdf HTTP/1.1";2576983
209.33.33.141;[23/Sep/2014:10:44:21 -0400];"GET /comp512.papers/knapp.pdf HTTP/1.1";2576983
209.33.33.141;[23/Sep/2014:10:44:22 -0400];"GET /comp512.papers/knapp.pdf HTTP/1.1";2576983
209.33.33.141;[23/Sep/2014:10:44:22 -0400];"GET /comp512.papers/knapp.pdf HTTP/1.1";2576983
209.33.33.141;[23/Sep/2014:10:44:22 -0400];"GET /comp512.papers/knapp.pdf HTTP/1.1";2576983
209.33.33.141;[23/Sep/2014:10:44:22 -0400];"GET /comp512.papers/knapp.pdf HTTP/1.1";2576983
209.33.33.141;[23/Sep/2014:10:44:22 -0400];"GET /comp512.papers/knapp.pdf HTTP/1.1";2576983
209.33.33.141;[23/Sep/2014:10:44:22 -0400];"GET /comp512.papers/knapp.pdf HTTP/1.1";2576983
209.33.33.141;[23/Sep/2014:10:44:22 -0400];"GET /comp512.papers/knapp.pdf HTTP/1.1";2576983
209.33.33.141;[23/Sep/2014:10:44:23 -0400];"GET /comp512.papers/knapp.pdf HTTP/1.1";2576983
209.33.33.141;[23/Sep/2014:10:44:23 -0400];"GET /comp512.papers/knapp.pdf HTTP/1.1";2576983
